x  y  frame  time(s)
178 110 4112 163.500522
180 110 4113 163.540283
180 110 4114 163.580045
178 108 4115 163.619807
180 110 4116 163.659569
178 114 4117 163.699331
180 108 4118 163.739092
180 110 4119 163.778854
180 110 4120 163.818616
176 110 4121 163.858378
180 110 4122 163.898140
180 110 4123 163.937901
178 114 4125 164.017425
180 110 4127 164.096949
182 108 4128 164.136710
178 112 4129 164.176472
178 110 4130 164.216234
178 108 4131 164.255996
180 108 4132 164.295758
178 112 4134 164.375281
178 114 4135 164.415043
178 114 4136 164.454805
182 114 4137 164.494567
178 108 4138 164.534328
180 110 4139 164.574090
178 114 4140 164.613852
176 110 4141 164.653614
178 110 4142 164.693376
182 108 4143 164.733137
178 110 4146 164.852423
178 110 4147 164.892185
180 114 4148 164.931946
180 110 4150 165.011470
180 108 4151 165.051232
178 110 4152 165.090994
176 108 4153 165.130755
178 112 4154 165.170517
182 108 4155 165.210279
180 108 4156 165.250041
180 108 4157 165.289803
180 108 4158 165.329564
182 106 4159 165.369326
180 112 4160 165.409088
182 108 4161 165.448850
178 108 4162 165.488612
182 108 4163 165.528373
182 108 4164 165.568135
178 108 4165 165.607897
182 108 4166 165.647659
180 110 4167 165.687421
180 112 4168 165.727182
182 110 4169 165.766944
182 112 4170 165.806706
184 110 4171 165.846468
182 112 4172 165.886230
184 112 4173 165.925991
184 112 4174 165.965753
180 114 4176 166.045277
182 114 4177 166.085039
182 114 4178 166.124800
182 112 4180 166.204324
182 112 4181 166.244086
184 112 4182 166.283848
184 114 4183 166.323609
184 114 4184 166.363371
180 112 4185 166.403133
180 114 4186 166.442895
182 112 4187 166.482657
182 112 4188 166.522418
184 112 4189 166.562180
182 116 4190 166.601942
180 114 4191 166.641704
182 112 4192 166.681466
182 112 4194 166.760989
184 112 4199 166.959798
182 114 4200 166.999560
184 116 4201 167.039322
180 112 4202 167.079084
220 84 4203 167.118845
182 112 4204 167.158607
186 114 4205 167.198369
180 112 4206 167.238131
184 112 4208 167.317654
184 112 4209 167.357416
184 112 4212 167.476702
184 112 4213 167.516463
182 114 4214 167.556225
180 112 4215 167.595987
184 112 4217 167.675511
180 112 4218 167.715272
182 112 4219 167.755034
182 114 4221 167.834558
180 114 4222 167.874320
182 114 4223 167.914081
182 114 4224 167.953843
184 112 4227 168.073129
184 112 4228 168.112890
184 110 4229 168.152652
184 110 4230 168.192414
182 114 4231 168.232176
184 116 4232 168.271938
186 112 4233 168.311699
178 110 4234 168.351461
184 116 4235 168.391223
184 110 4236 168.430985
180 110 4237 168.470747
184 110 4238 168.510508
180 110 4239 168.550270
184 110 4240 168.590032
184 110 4241 168.629794
184 110 4242 168.669556
184 110 4243 168.709317
182 112 4244 168.749079
182 116 4245 168.788841
186 110 4246 168.828603
182 112 4247 168.868365
186 110 4248 168.908126
186 110 4249 168.947888
182 112 4250 168.987650
184 110 4251 169.027412
184 110 4252 169.067174
186 110 4253 169.106935
182 112 4254 169.146697
186 110 4255 169.186459
182 112 4256 169.226221
182 112 4257 169.265983
180 110 4258 169.305744
184 110 4259 169.345506
186 116 4260 169.385268
186 110 4261 169.425030
186 114 4264 169.544315
182 108 4266 169.623839
182 108 4267 169.663601
182 110 4268 169.703362
190 112 4269 169.743124
186 110 4270 169.782886
186 110 4271 169.822648
186 110 4272 169.862410
184 112 4273 169.902171
186 110 4274 169.941933
182 110 4275 169.981695
184 112 4276 170.021457
182 110 4277 170.061219
184 110 4278 170.100980
186 110 4280 170.180504
186 110 4281 170.220266
182 110 4283 170.299789
186 110 4284 170.339551
186 110 4286 170.419075
182 110 4287 170.458837
186 110 4288 170.498598
184 110 4289 170.538360
182 110 4290 170.578122
186 110 4291 170.617884
186 110 4292 170.657646
186 110 4293 170.697407
186 110 4294 170.737169
182 112 4295 170.776931
136 202 4296 170.816693
184 110 4297 170.856455
184 116 4298 170.896216
182 112 4299 170.935978
184 112 4301 171.015502
180 112 4302 171.055264
184 116 4303 171.095025
182 112 4304 171.134787
182 112 4305 171.174549
180 114 4306 171.214311
180 114 4307 171.254073
178 112 4308 171.293834
180 112 4309 171.333596
178 112 4310 171.373358
178 112 4311 171.413120
172 112 4312 171.452882
174 112 4313 171.492643
172 112 4315 171.572167
172 112 4316 171.611929
124 204 4317 171.651691
170 112 4318 171.691452
168 114 4319 171.731214
164 112 4320 171.770976
162 114 4321 171.810738
162 116 4322 171.850500
162 116 4323 171.890261
164 116 4324 171.930023
162 116 4325 171.969785
162 118 4326 172.009547
164 120 4327 172.049309
156 118 4328 172.089070
158 118 4329 172.128832
160 118 4330 172.168594
154 124 4333 172.287879
156 120 4334 172.327641
160 118 4335 172.367403
158 120 4336 172.407165
156 120 4337 172.446927
158 126 4338 172.486688
160 118 4339 172.526450
158 120 4340 172.566212
158 118 4341 172.605974
158 118 4342 172.645736
156 118 4343 172.685497
158 118 4344 172.725259
156 118 4345 172.765021
154 118 4346 172.804783
158 116 4347 172.844545
156 116 4348 172.884306
152 116 4349 172.924068
152 116 4350 172.963830
156 116 4351 173.003592
156 118 4352 173.043354
156 114 4353 173.083115
156 114 4354 173.122877
148 118 4355 173.162639
156 114 4356 173.202401
156 114 4357 173.242163
156 114 4358 173.281924
158 114 4359 173.321686
158 114 4360 173.361448
156 116 4361 173.401210
158 116 4362 173.440972
158 118 4363 173.480733
160 116 4364 173.520495
158 118 4365 173.560257
160 114 4366 173.600019
158 112 4367 173.639781
158 112 4368 173.679542
158 110 4369 173.719304
160 110 4370 173.759066
162 108 4371 173.798828
162 108 4372 173.838590
164 108 4373 173.878351
160 108 4374 173.918113
160 108 4375 173.957875
164 106 4376 173.997637
164 108 4377 174.037399
162 108 4378 174.077160
160 110 4379 174.116922
160 106 4382 174.236208
162 110 4383 174.275969
162 114 4384 174.315731
164 110 4385 174.355493
162 106 4386 174.395255
160 106 4387 174.435017
160 106 4388 174.474778
162 110 4391 174.594064
162 106 4393 174.673587
162 106 4394 174.713349
164 110 4398 174.872396
162 106 4399 174.912158
160 104 4400 174.951920
160 104 4401 174.991682
156 102 4402 175.031444
158 104 4403 175.071205
162 104 4404 175.110967
162 106 4405 175.150729
164 108 4407 175.230253
164 110 4408 175.270014
166 110 4409 175.309776
162 108 4410 175.349538
160 106 4411 175.389300
160 106 4412 175.429062
164 106 4413 175.468823
162 106 4414 175.508585
164 106 4415 175.548347
164 106 4416 175.588109
164 106 4417 175.627871
168 108 4420 175.747156
166 108 4422 175.826680
170 106 4424 175.906203
166 106 4425 175.945965
170 106 4426 175.985727
170 108 4427 176.025489
170 106 4428 176.065250
170 106 4429 176.105012
166 106 4430 176.144774
168 108 4431 176.184536
172 106 4432 176.224298
172 112 4433 176.264059
162 108 4434 176.303821
170 106 4435 176.343583
168 108 4436 176.383345
168 110 4437 176.423107
170 104 4438 176.462868
168 110 4439 176.502630
168 106 4441 176.582154
170 106 4442 176.621916
174 108 4443 176.661677
170 108 4444 176.701439
172 110 4445 176.741201
170 106 4446 176.780963
172 106 4447 176.820725
172 106 4448 176.860486
172 106 4449 176.900248
172 106 4450 176.940010
172 108 4451 176.979772
172 108 4452 177.019534
170 112 4453 177.059295
172 108 4454 177.099057
174 106 4455 177.138819
174 106 4456 177.178581
172 106 4457 177.218343
174 104 4458 177.258104
174 102 4459 177.297866
174 102 4461 177.377390
176 102 4462 177.417152
212 70 4463 177.456913
176 102 4465 177.536437
176 102 4467 177.615961
176 108 4468 177.655722
176 108 4469 177.695484
128 194 4470 177.735246
174 104 4471 177.775008
176 102 4472 177.814770
172 102 4473 177.854531
176 102 4474 177.894293
176 102 4475 177.934055
174 104 4476 177.973817
176 102 4477 178.013579
