x  y  frame  time(s)
182 318 3716 61.959098
184 320 3717 61.975771
182 320 3718 61.992445
182 322 3719 62.009118
182 322 3720 62.025792
182 322 3722 62.059139
184 324 3725 62.109160
182 326 3727 62.142507
182 328 3730 62.192528
184 330 3739 62.342590
184 330 3742 62.392611
182 330 3743 62.409285
184 330 3747 62.475979
184 330 3749 62.509326
184 330 3750 62.526000
182 332 3752 62.559347
180 330 3756 62.626042
182 330 3760 62.692736
184 328 3765 62.776104
184 328 3766 62.792778
184 330 3768 62.826125
184 328 3786 63.126250
184 328 3787 63.142923
182 326 3790 63.192944
182 326 3791 63.209618
184 326 3794 63.259638
184 326 3795 63.276312
184 328 3796 63.292986
184 326 3798 63.326333
184 326 3806 63.459722
184 326 3807 63.476395
184 328 3808 63.493069
186 330 3814 63.593110
186 328 3818 63.659805
192 324 3823 63.743173
196 322 3824 63.759846
196 322 3825 63.776520
200 322 3826 63.793194
202 322 3827 63.809867
212 314 3831 63.876562
212 314 3832 63.893235
242 298 3839 64.009950
302 266 3855 64.276728
308 260 3858 64.326749
308 260 3859 64.343422
314 260 3860 64.360096
320 256 3864 64.426790
326 250 3869 64.510158
328 252 3874 64.593526
328 252 3875 64.610200
326 252 3881 64.710242
330 252 3885 64.776936
330 252 3886 64.793610
330 252 3887 64.810283
328 250 3890 64.860304
328 250 3891 64.876978
326 250 3892 64.893651
330 252 3894 64.926998
330 250 3901 65.043714
328 252 3905 65.110408
328 252 3907 65.143755
328 252 3908 65.160429
326 250 3914 65.260470
322 250 3916 65.293818
322 250 3917 65.310491
320 250 3919 65.343838
322 248 3920 65.360512
322 248 3921 65.377186
296 236 3934 65.593942
294 234 3935 65.610616
290 232 3936 65.627290
290 232 3937 65.643963
286 230 3938 65.660637
282 224 3940 65.693984
276 222 3943 65.744005
266 214 3948 65.827373
266 214 3949 65.844046
264 214 3950 65.860720
258 210 3952 65.894067
256 210 3953 65.910741
256 210 3954 65.927414
250 204 3957 65.977435
250 204 3958 65.994109
248 204 3960 66.027456
244 200 3964 66.094150
244 200 3965 66.110824
244 200 3978 66.327581
244 200 3979 66.344254
244 198 3985 66.444296
244 196 3991 66.544338
244 196 3992 66.561011
244 196 3993 66.577685
244 196 4003 66.744421
244 196 4004 66.761094
246 196 4005 66.777768
246 196 4009 66.844462
246 198 4019 67.011198
246 198 4020 67.027872
256 210 4037 67.311323
256 210 4038 67.327997
264 220 4049 67.511406
264 220 4050 67.528080
266 218 4052 67.561427
266 222 4056 67.628122
268 224 4057 67.644795
268 224 4058 67.661469
268 224 4060 67.694816
272 226 4066 67.794858
272 226 4067 67.811531
270 226 4068 67.828205
270 226 4073 67.911573
270 228 4081 68.044962
270 228 4082 68.061635
272 226 4090 68.195024
272 226 4091 68.211698
270 228 4099 68.345086
270 228 4100 68.361760
270 228 4103 68.411781
270 228 4104 68.428454
270 230 4105 68.445128
268 230 4111 68.545170
268 228 4127 68.811947
268 228 4128 68.828621
268 228 4129 68.845294
268 228 4130 68.861968
268 228 4135 68.945336
268 228 4136 68.962010
266 228 4137 68.978683
266 228 4138 68.995357
262 230 4140 69.028704
262 232 4141 69.045378
256 232 4144 69.095398
250 232 4148 69.162093
248 234 4149 69.178766
248 234 4150 69.195440
234 234 4154 69.262134
234 234 4155 69.278808
230 234 4157 69.312155
224 238 4160 69.362176
220 238 4162 69.395523
220 238 4163 69.412197
208 240 4167 69.478891
208 240 4168 69.495565
206 242 4169 69.512238
202 240 4170 69.528912
202 240 4171 69.545586
196 240 4174 69.595606
196 240 4175 69.612280
194 240 4176 69.628954
186 242 4182 69.728995
186 244 4185 69.779016
184 242 4186 69.795690
184 242 4187 69.812363
182 242 4190 69.862384
184 242 4194 69.929078
184 242 4195 69.945752
184 242 4196 69.962426
182 242 4206 70.129162
182 242 4207 70.145835
182 242 4211 70.212530
182 242 4212 70.229203
184 242 4213 70.245877
184 242 4214 70.262550
182 242 4215 70.279224
184 242 4216 70.295898
184 242 4217 70.312571
184 244 4220 70.362592
184 244 4221 70.379266
184 244 4222 70.395939
184 244 4224 70.429286
184 244 4225 70.445960
184 242 4227 70.479307
184 244 4235 70.612696
184 250 4238 70.662717
184 250 4239 70.679390
184 248 4240 70.696064
182 252 4247 70.812779
182 256 4252 70.896147
182 258 4254 70.929494
182 258 4255 70.946168
184 258 4256 70.962842
182 264 4263 71.079557
182 264 4264 71.096230
180 266 4266 71.129578
180 266 4267 71.146251
182 268 4277 71.312987
178 272 4281 71.379682
182 270 4282 71.396355
182 270 4283 71.413029
180 272 4284 71.429702
180 270 4286 71.463050
180 272 4289 71.513070
178 272 4293 71.579765
178 272 4295 71.613112
178 274 4304 71.763174
178 274 4305 71.779848
180 270 4306 71.796522
178 272 4307 71.813195
178 272 4308 71.829869
178 274 4309 71.846542
180 272 4312 71.896563
180 272 4313 71.913237
178 272 4314 71.929910
178 272 4316 71.963258
178 272 4317 71.979931
182 272 4318 71.996605
184 272 4321 72.046626
184 272 4322 72.063299
184 272 4323 72.079973
194 276 4331 72.213362
200 276 4332 72.230035
204 278 4334 72.263382
204 278 4335 72.280056
208 280 4337 72.313403
208 280 4338 72.330077
228 284 4346 72.463466
228 284 4347 72.480139
234 284 4349 72.513486
238 284 4350 72.530160
238 284 4351 72.546834
242 286 4352 72.563507
252 288 4358 72.663549
252 288 4359 72.680222
254 288 4360 72.696896
260 292 4364 72.763590
264 292 4367 72.813611
264 292 4368 72.830285
268 292 4374 72.930326
268 292 4375 72.947000
268 292 4376 72.963674
268 292 4377 72.980347
268 292 4379 73.013694
268 290 4382 73.063715
268 290 4383 73.080389
268 290 4384 73.097062
268 292 4386 73.130410
266 290 4387 73.147083
266 290 4388 73.163757
266 294 4402 73.397187
266 292 4403 73.413861
266 294 4404 73.430534
266 294 4405 73.447208
266 294 4406 73.463882
268 292 4407 73.480555
266 294 4408 73.497229
266 294 4409 73.513902
268 292 4410 73.530576
266 292 4411 73.547250
264 292 4414 73.597270
266 294 4417 73.647291
266 294 4418 73.663965
268 294 4421 73.713986
268 294 4422 73.730659
266 296 4426 73.797354
266 294 4428 73.830701
266 292 4432 73.897395
260 288 4437 73.980763
254 286 4440 74.030784
250 280 4444 74.097478
246 276 4445 74.114152
240 270 4449 74.180846
240 270 4450 74.197520
234 262 4452 74.230867
204 228 4466 74.464298
200 224 4469 74.514318
190 214 4474 74.597686
188 214 4475 74.614360
184 206 4479 74.681054
184 206 4480 74.697728
182 204 4483 74.747749
182 204 4484 74.764422
182 204 4494 74.931158
180 202 4500 75.031200
180 202 4503 75.081221
180 202 4506 75.131242
180 204 4508 75.164589
180 204 4509 75.181262
180 200 4512 75.231283
182 202 4513 75.247957
182 202 4514 75.264630
182 202 4515 75.281304
180 202 4516 75.297978
180 202 4517 75.314651
180 202 4518 75.331325
182 198 4522 75.398019
182 198 4523 75.414693
182 200 4524 75.431366
184 200 4527 75.481387
184 200 4528 75.498061
188 200 4531 75.548082
218 200 4541 75.714818
258 200 4550 75.864880
258 200 4551 75.881554
302 200 4559 76.014942
302 200 4560 76.031616
308 200 4561 76.048290
318 200 4563 76.081637
318 200 4564 76.098310
326 202 4566 76.131658
332 200 4567 76.148331
332 200 4568 76.165005
340 202 4570 76.198352
348 202 4574 76.265046
350 204 4575 76.281720
350 204 4576 76.298394
354 202 4578 76.331741
354 204 4582 76.398435
358 204 4590 76.531824
360 206 4600 76.698560
360 206 4601 76.715234
360 204 4604 76.765254
360 204 4605 76.781928
362 204 4606 76.798602
364 206 4612 76.898643
364 206 4613 76.915317
364 206 4614 76.931990
364 206 4621 77.048706
364 206 4622 77.065379
360 206 4627 77.148747
358 206 4628 77.165421
356 210 4636 77.298810
354 212 4637 77.315483
354 212 4641 77.382178
352 218 4646 77.465546
352 218 4647 77.482219
352 220 4650 77.532240
352 220 4651 77.548914
350 220 4655 77.615608
350 220 4656 77.632282
350 222 4659 77.682302
350 222 4660 77.698976
348 224 4665 77.782344
350 226 4667 77.815691
350 226 4668 77.832365
350 226 4669 77.849038
350 228 4673 77.915733
350 230 4680 78.032448
350 230 4681 78.049122
352 228 4684 78.099142
352 228 4685 78.115816
354 228 4686 78.132490
352 226 4689 78.182510
352 226 4690 78.199184
352 224 4691 78.215858
352 224 4696 78.299226
352 224 4697 78.315899
352 226 4699 78.349246
352 226 4704 78.432614
356 226 4708 78.499309
354 228 4709 78.515982
354 228 4710 78.532656
352 226 4711 78.549330
352 228 4712 78.566003
354 228 4716 78.632698
352 228 4720 78.699392
352 232 4723 78.749413
338 244 4733 78.916149
336 246 4734 78.932822
316 262 4742 79.066211
316 262 4743 79.082885
314 264 4744 79.099558
306 272 4746 79.132906
244 324 4770 79.533072
236 328 4778 79.666461
234 330 4780 79.699808
234 330 4781 79.716482
234 330 4785 79.783176
234 330 4786 79.799850
234 330 4787 79.816523
236 330 4795 79.949912
234 330 4801 80.049954
234 330 4802 80.066627
236 330 4804 80.099974
236 332 4805 80.116648
234 330 4818 80.333405
234 330 4819 80.350078
236 326 4825 80.450120
236 324 4826 80.466794
236 324 4827 80.483467
240 316 4831 80.550162
244 314 4832 80.566835
246 310 4833 80.583509
266 264 4847 80.816939
266 264 4848 80.833613
280 234 4856 80.967002
280 234 4857 80.983675
286 216 4863 81.083717
286 216 4864 81.100390
292 204 4872 81.233779
292 204 4873 81.250453
290 204 4875 81.283800
292 206 4877 81.317147
292 206 4878 81.333821
290 204 4883 81.417189
292 204 4886 81.467210
292 204 4887 81.483883
292 206 4888 81.500557
292 206 4895 81.617272
292 202 4902 81.733987
292 202 4903 81.750661
292 204 4904 81.767334
292 202 4905 81.784008
292 202 4906 81.800682
292 202 4907 81.817355
292 202 4908 81.834029
292 202 4913 81.917397
292 204 4914 81.934070
292 204 4915 81.950744
292 202 4918 82.000765
292 202 4919 82.017438
292 204 4922 82.067459
292 204 4923 82.084133
292 204 4924 82.100806
292 206 4925 82.117480
288 222 4934 82.267542
288 222 4935 82.284216
288 226 4936 82.300890
282 240 4941 82.384258
282 242 4942 82.400931
280 250 4945 82.450952
278 258 4947 82.484299
276 262 4948 82.500973
276 262 4949 82.517646
276 264 4950 82.534320
272 270 4951 82.550994
268 278 4955 82.617688
268 278 4956 82.634362
268 282 4957 82.651035
266 286 4958 82.667709
262 298 4963 82.751077
260 306 4967 82.817771
260 306 4968 82.834445
262 308 4970 82.867792
262 310 4972 82.901139
262 310 4973 82.917813
260 310 4975 82.951160
262 310 4981 83.051202
260 312 4986 83.134570
260 314 4987 83.151243
258 312 4988 83.167917
258 312 4989 83.184590
260 312 4990 83.201264
258 314 5000 83.368000
260 314 5015 83.618104
258 314 5017 83.651451
258 314 5021 83.718146
260 314 5022 83.734819
260 314 5023 83.751493
260 316 5028 83.834861
260 314 5029 83.851534
260 314 5033 83.918229
268 318 5040 84.034944
276 316 5046 84.134986
278 316 5047 84.151659
278 316 5048 84.168333
288 316 5053 84.251701
294 318 5059 84.351742
294 318 5060 84.368416
296 318 5061 84.385090
312 318 5078 84.668541
312 318 5092 84.901971
314 316 5093 84.918645
314 316 5094 84.935318
314 318 5095 84.951992
314 318 5098 85.002013
314 314 5105 85.118728
314 314 5106 85.135402
316 314 5108 85.168749
314 316 5116 85.302138
316 314 5120 85.368832
314 314 5121 85.385506
314 314 5122 85.402179
314 312 5126 85.468874
314 312 5127 85.485547
312 312 5128 85.502221
312 314 5129 85.518894
312 312 5133 85.585589
314 310 5136 85.635610
310 308 5139 85.685630
310 308 5140 85.702304
306 308 5142 85.735651
302 300 5146 85.802346
302 300 5147 85.819019
296 296 5149 85.852366
288 290 5153 85.919061
280 284 5157 85.985755
278 284 5158 86.002429
276 278 5159 86.019102
272 278 5160 86.035776
272 278 5161 86.052450
270 276 5162 86.069123
264 270 5164 86.102470
264 270 5165 86.119144
260 266 5166 86.135818
258 266 5167 86.152491
256 264 5168 86.169165
256 264 5169 86.185838
254 260 5170 86.202512
248 258 5172 86.235859
246 256 5173 86.252533
246 256 5174 86.269206
240 250 5179 86.352574
240 248 5180 86.369248
240 248 5181 86.385922
236 246 5182 86.402595
236 246 5183 86.419269
236 246 5184 86.435942
234 246 5187 86.485963
232 244 5200 86.702720
234 244 5203 86.752741
234 244 5204 86.769414
234 244 5207 86.819435
232 244 5210 86.869456
232 244 5211 86.886130
232 244 5212 86.902803
236 246 5225 87.119560
248 248 5233 87.252949
252 248 5234 87.269622
264 248 5239 87.352990
264 248 5240 87.369664
268 248 5241 87.386338
282 248 5246 87.469706
286 248 5247 87.486379
286 248 5248 87.503053
292 246 5249 87.519726
302 250 5253 87.586421
310 250 5255 87.619768
324 250 5260 87.703136
324 250 5261 87.719810
340 250 5268 87.836525
340 248 5269 87.853198
340 248 5270 87.869872
344 250 5272 87.903219
344 250 5273 87.919893
346 250 5274 87.936566
346 248 5275 87.953240
350 250 5278 88.003261
350 250 5279 88.019934
348 248 5281 88.053282
348 248 5282 88.069955
348 248 5283 88.086629
348 248 5287 88.153323
348 248 5288 88.169997
348 248 5289 88.186670
350 246 5290 88.203344
348 246 5297 88.320059
348 246 5298 88.336733
350 246 5300 88.370080
350 246 5301 88.386754
350 246 5302 88.403427
350 246 5306 88.470122
350 246 5307 88.486795
350 246 5309 88.520142
348 244 5312 88.570163
348 244 5313 88.586837
348 244 5314 88.603510
348 246 5316 88.636858
350 246 5317 88.653531
348 244 5320 88.703552
348 246 5322 88.736899
348 246 5323 88.753573
348 246 5324 88.770246
348 244 5325 88.786920
348 246 5326 88.803594
348 244 5329 88.853614
334 258 5350 89.203760
332 256 5351 89.220434
326 264 5359 89.353822
326 264 5360 89.370496
324 264 5362 89.403843
320 270 5374 89.603926
318 270 5379 89.687294
318 272 5381 89.720642
318 272 5382 89.737315
318 268 5383 89.753989
318 270 5389 89.854030
318 270 5390 89.870704
318 270 5391 89.887378
318 270 5393 89.920725
318 270 5394 89.937398
316 270 5396 89.970746
318 272 5400 90.037440
316 272 5405 90.120808
316 274 5406 90.137482
316 274 5407 90.154155
318 274 5410 90.204176
318 274 5414 90.270870
318 274 5415 90.287544
318 272 5418 90.337565
318 272 5419 90.354238
318 272 5420 90.370912
318 272 5421 90.387586
316 274 5430 90.537648
316 274 5431 90.554322
316 272 5432 90.570995
318 272 5433 90.587669
312 270 5443 90.754405
312 270 5444 90.771078
308 270 5447 90.821099
308 270 5448 90.837773
308 270 5449 90.854446
306 270 5450 90.871120
304 272 5451 90.887794
302 270 5452 90.904467
302 270 5453 90.921141
298 270 5455 90.954488
298 270 5456 90.971162
294 270 5459 91.021182
292 268 5462 91.071203
286 268 5463 91.087877
272 266 5477 91.321307
272 266 5478 91.337981
266 266 5481 91.388002
264 266 5484 91.438022
262 264 5487 91.488043
262 266 5489 91.521390
262 266 5490 91.538064
262 264 5494 91.604758
262 264 5495 91.621432
260 264 5496 91.638106
260 264 5498 91.671453
260 264 5499 91.688126
260 264 5503 91.754821
260 268 5505 91.788168
258 266 5510 91.871536
258 266 5511 91.888210
260 266 5515 91.954904
260 266 5516 91.971578
260 268 5519 92.021598
260 268 5520 92.038272
260 266 5522 92.071619
260 268 5525 92.121640
262 268 5526 92.138314
260 270 5527 92.154987
262 268 5542 92.405091
262 272 5544 92.438438
262 272 5545 92.455112
264 272 5547 92.488459
278 286 5558 92.671869
280 286 5559 92.688542
282 288 5560 92.705216
288 292 5563 92.755237
292 298 5565 92.788584
292 298 5566 92.805258
294 302 5567 92.821931
306 312 5572 92.905299
314 316 5576 92.971994
318 322 5578 93.005341
318 322 5579 93.022014
330 328 5585 93.122056
336 336 5593 93.255445
340 338 5597 93.322139
340 338 5602 93.405507
340 338 5603 93.422181
338 338 5614 93.605590
340 338 5617 93.655611
342 338 5622 93.738979
340 336 5631 93.889042
340 334 5636 93.972410
340 334 5637 93.989083
272 248 5851 97.557234
274 250 5852 97.573907
276 248 5853 97.590581
276 248 5854 97.607254
278 248 5855 97.623928
284 248 5857 97.657275
286 244 5861 97.723970
286 246 5862 97.740643
286 246 5863 97.757317
282 246 5868 97.840685
274 248 5876 97.974074
274 252 5877 97.990747
274 252 5880 98.040768
272 250 5882 98.074115
274 248 5887 98.157483
274 248 5888 98.174157
272 250 5889 98.190830
272 250 5893 98.257525
274 250 5895 98.290872
274 250 5896 98.307546
274 252 5897 98.324219
274 250 5898 98.340893
276 250 5901 98.390914
278 250 5905 98.457608
278 250 5906 98.474282
196 338 5908 98.507629
196 338 5909 98.524302
196 336 5919 98.691038
196 336 5923 98.757733
198 336 5926 98.807754
198 336 5927 98.824427
196 336 5936 98.974490
196 336 5937 98.991163
196 336 5938 99.007837
196 336 5939 99.024510
196 338 5940 99.041184
198 338 5945 99.124552
198 338 5946 99.141226
198 338 5949 99.191246
198 338 5950 99.207920
342 340 5973 99.591413
342 338 5981 99.724802
342 340 5988 99.841517
342 338 5990 99.874864
342 340 5993 99.924885
344 340 5994 99.941558
342 340 5997 99.991579
342 342 5998 100.008253
344 340 5999 100.024926
342 340 6002 100.074947
344 340 6003 100.091621
342 340 6006 100.141642
342 342 6012 100.241683
344 344 6016 100.308378
344 344 6017 100.325051
118 148 6035 100.625176
118 148 6041 100.725218
118 148 6042 100.741891
118 148 6056 100.975322
118 150 6058 101.008669
118 150 6068 101.175405
118 150 6069 101.192078
118 150 6070 101.208752
118 150 6079 101.358814
118 150 6080 101.375488
266 386 6123 102.092453
266 384 6131 102.225842
264 384 6150 102.542640
264 384 6151 102.559314
432 160 6152 102.575987
432 162 6155 102.626008
432 162 6156 102.642682
430 160 6176 102.976154
432 162 6182 103.076195
432 162 6189 103.192910
430 162 6191 103.226258
430 162 6194 103.276278
430 162 6196 103.309626
430 162 6197 103.326299
430 164 6204 103.443014
430 164 6205 103.459688
344 304 6215 103.626424
344 304 6219 103.693118
344 304 6226 103.809834
346 304 6229 103.859854
346 304 6230 103.876528
344 306 6231 103.893202
342 306 6237 103.993243
344 306 6248 104.176653
344 304 6251 104.226674
344 304 6252 104.243347
344 308 6253 104.260021
342 306 6256 104.310042
342 306 6258 104.343389
342 306 6259 104.360062
344 308 6262 104.410083
342 308 6265 104.460104
342 308 6270 104.543472
342 308 6271 104.560146
342 308 6272 104.576819
272 112 6283 104.760229
274 110 6322 105.410499
274 110 6323 105.427173
274 108 6325 105.460520
274 108 6326 105.477194
408 386 6338 105.677277
408 386 6339 105.693950
408 386 6352 105.910707
408 386 6353 105.927381
408 388 6383 106.427589
408 388 6386 106.477610
406 390 6391 106.560978
484 304 6396 106.644346
484 304 6397 106.661019
482 306 6398 106.677693
484 304 6399 106.694366
484 304 6400 106.711040
484 304 6401 106.727714
484 304 6402 106.744387
484 306 6403 106.761061
484 306 6405 106.794408
484 306 6406 106.811082
484 306 6425 107.127880
484 306 6426 107.144554
484 306 6429 107.194574
484 306 6430 107.211248
484 306 6431 107.227922
482 308 6437 107.327963
482 308 6450 107.544720
482 308 6451 107.561394
110 300 6458 107.678109
110 300 6461 107.728130
108 300 6462 107.744803
110 300 6464 107.778150
110 300 6465 107.794824
110 300 6466 107.811498
108 298 6469 107.861518
108 300 6470 107.878192
110 298 6478 108.011581
110 298 6479 108.028254
110 296 6484 108.111622
110 296 6487 108.161643
110 296 6488 108.178317
110 296 6491 108.228338
110 298 6494 108.278358
110 296 6497 108.328379
110 296 6498 108.345053
110 296 6499 108.361726
110 296 6501 108.395074
110 296 6502 108.411747
112 296 6504 108.445094
110 296 6507 108.495115
112 294 6508 108.511789
44 332 6520 108.711872
42 332 6540 109.045344
44 334 6547 109.162059
44 334 6548 109.178733
44 334 6562 109.412163
44 334 6565 109.462184
44 336 6566 109.478858
44 334 6571 109.562226
44 376 6591 109.895698
44 376 6633 110.595989
422 218 6642 110.746051
422 218 6652 110.912787
422 218 6653 110.929461
422 216 6663 111.096197
422 214 6693 111.596405
422 214 6694 111.613078
422 214 6696 111.646426
422 216 6698 111.679773
422 216 6699 111.696446
192 108 6702 111.746467
192 108 6703 111.763141
194 110 6710 111.879856
194 110 6711 111.896530
192 110 6717 111.996571
192 110 6721 112.063266
192 112 6723 112.096613
192 112 6724 112.113286
192 112 6729 112.196654
192 112 6732 112.246675
192 114 6748 112.513453
192 114 6749 112.530126
192 114 6752 112.580147
192 114 6753 112.596821
190 114 6757 112.663515
190 114 6758 112.680189
190 114 6760 112.713536
190 114 6761 112.730210
268 168 6762 112.746883
268 168 6764 112.780230
268 168 6765 112.796904
268 168 6767 112.830251
266 166 6773 112.930293
266 166 6774 112.946966
266 170 6775 112.963640
266 170 6776 112.980314
266 170 6777 112.996987
266 166 6778 113.013661
266 170 6781 113.063682
266 170 6782 113.080355
266 168 6783 113.097029
266 168 6791 113.230418
268 170 6793 113.263765
266 168 6794 113.280438
266 168 6795 113.297112
266 168 6796 113.313786
268 168 6797 113.330459
266 170 6800 113.380480
268 168 6801 113.397154
266 170 6802 113.413827
266 166 6808 113.513869
268 166 6810 113.547216
268 166 6811 113.563890
268 166 6812 113.580563
270 166 6819 113.697278
270 166 6820 113.713952
40 204 6826 113.813994
40 200 6840 114.047424
40 200 6841 114.064098
40 200 6849 114.197486
40 200 6855 114.297528
40 198 6856 114.314202
40 198 6857 114.330875
40 198 6858 114.347549
40 198 6869 114.530958
40 198 6870 114.547632
40 198 6877 114.664347
40 198 6878 114.681021
40 200 6880 114.714368
40 200 6883 114.764389
40 246 6890 114.881104
40 246 6891 114.897778
40 248 6894 114.947798
40 248 6895 114.964472
40 248 6898 115.014493
38 248 6904 115.114534
40 252 6913 115.264597
38 250 6914 115.281270
38 252 6917 115.331291
38 250 6922 115.414659
40 252 6927 115.498027
40 252 6928 115.514701
38 254 6939 115.698110
38 254 6945 115.798152
262 312 6946 115.814826
264 312 6956 115.981562
262 312 6960 116.048256
262 314 6963 116.098277
262 314 6964 116.114950
262 314 6968 116.181645
262 314 6969 116.198318
262 312 6980 116.381728
262 310 6981 116.398402
264 308 7005 116.798568
264 308 7006 116.815242
42 108 7009 116.865262
42 108 7013 116.931957
42 108 7014 116.948630
42 108 7015 116.965304
42 108 7018 117.015325
42 106 7020 117.048672
42 106 7021 117.065346
42 108 7030 117.215408
42 108 7031 117.232082
42 108 7032 117.248755
42 108 7033 117.265429
42 108 7034 117.282102
40 108 7039 117.365470
40 108 7040 117.382144
40 108 7041 117.398818
40 108 7042 117.415491
40 108 7043 117.432165
40 110 7044 117.448838
40 110 7045 117.465512
40 108 7047 117.498859
40 110 7051 117.565554
40 110 7056 117.648922
40 110 7059 117.698942
40 110 7060 117.715616
40 110 7061 117.732290
40 110 7062 117.748963
40 110 7063 117.765637
494 128 7069 117.865678
494 128 7070 117.882352
494 128 7071 117.899026
494 130 7073 117.932373
494 130 7074 117.949046
492 130 7076 117.982394
492 130 7080 118.049088
492 130 7081 118.065762
492 130 7085 118.132456
492 130 7086 118.149130
490 132 7093 118.265845
490 132 7097 118.332539
492 132 7102 118.415907
492 132 7103 118.432581
492 132 7104 118.449254
492 132 7105 118.465928
492 132 7106 118.482602
490 132 7111 118.565970
490 132 7112 118.582643
490 132 7113 118.599317
492 132 7121 118.732706
492 132 7123 118.766053
490 178 7132 118.916115
490 178 7133 118.932789
488 178 7139 119.032830
488 178 7140 119.049504
488 178 7141 119.066178
490 178 7147 119.166219
490 176 7152 119.249587
490 176 7153 119.266261
490 176 7154 119.282934
490 176 7155 119.299608
490 176 7157 119.332955
490 176 7161 119.399650
490 174 7164 119.449670
490 174 7167 119.499691
492 174 7172 119.583059
492 174 7182 119.749795
490 174 7188 119.849837
490 174 7189 119.866510
182 390 7202 120.083267
182 394 7240 120.716864
344 124 7252 120.916947
346 126 7253 120.933621
346 126 7269 121.200398
346 126 7272 121.250419
346 126 7274 121.283766
346 126 7275 121.300440
346 126 7276 121.317114
346 126 7278 121.350461
344 126 7281 121.400482
346 126 7285 121.467176
344 126 7288 121.517197
346 126 7306 121.817322
258 356 7314 121.950710
258 356 7315 121.967384
258 356 7319 122.034078
258 356 7328 122.184141
260 354 7332 122.250835
260 354 7333 122.267509
258 354 7339 122.367550
260 352 7352 122.584307
262 352 7359 122.701022
260 354 7366 122.817738
260 354 7367 122.834411
260 354 7368 122.851085
408 354 7378 123.017821
408 354 7379 123.034494
408 354 7385 123.134536
408 356 7398 123.351293
408 356 7402 123.417987
406 356 7403 123.434661
406 356 7404 123.451334
406 356 7406 123.484682
406 356 7407 123.501355
406 356 7408 123.518029
406 356 7409 123.534702
408 356 7411 123.568050
408 356 7412 123.584723
408 356 7413 123.601397
408 356 7414 123.618070
406 358 7424 123.784806
406 358 7429 123.868174
182 216 7439 124.034910
184 218 7441 124.068258
184 216 7442 124.084931
184 216 7443 124.101605
184 218 7444 124.118278
182 218 7448 124.184973
182 218 7451 124.234994
184 216 7452 124.251667
186 218 7461 124.401730
186 218 7465 124.468424
184 220 7469 124.535118
184 218 7473 124.601813
184 218 7475 124.635160
182 218 7476 124.651834
182 218 7477 124.668507
184 218 7478 124.685181
184 216 7482 124.751875
184 218 7483 124.768549
184 218 7484 124.785222
182 216 7486 124.818570
184 216 7490 124.885264
184 218 7491 124.901938
184 214 7492 124.918611
184 214 7493 124.935285
486 222 7496 124.985306
486 222 7497 125.001979
486 222 7498 125.018653
488 220 7500 125.052000
488 222 7501 125.068674
488 222 7502 125.085347
488 220 7511 125.235410
488 220 7512 125.252083
488 222 7513 125.268757
488 222 7514 125.285430
488 220 7515 125.302104
488 220 7517 125.335451
488 220 7518 125.352125
488 220 7546 125.818986
488 220 7547 125.835659
488 220 7548 125.852333
488 220 7550 125.885680
488 220 7551 125.902354
488 220 7553 125.935701
416 264 7558 126.019069
416 266 7562 126.085763
416 264 7567 126.169131
416 264 7568 126.185805
416 266 7569 126.202478
418 264 7572 126.252499
418 264 7573 126.269173
420 264 7579 126.369214
420 264 7580 126.385888
426 260 7584 126.452582
426 260 7585 126.469256
426 260 7588 126.519277
426 260 7589 126.535950
430 258 7594 126.619318
430 258 7595 126.635992
430 260 7597 126.669339
430 260 7598 126.686013
428 260 7602 126.752707
428 262 7606 126.819402
424 262 7616 126.986138
270 260 7619 127.036158
270 260 7621 127.069506
270 260 7622 127.086179
270 260 7623 127.102853
272 262 7624 127.119526
270 260 7627 127.169547
272 260 7630 127.219568
272 260 7631 127.236242
270 260 7632 127.252915
272 260 7638 127.352957
272 260 7639 127.369630
270 262 7640 127.386304
270 260 7641 127.402978
272 260 7642 127.419651
274 260 7648 127.519693
270 258 7649 127.536366
274 260 7650 127.553040
274 260 7651 127.569714
272 260 7654 127.619734
272 260 7655 127.636408
272 260 7656 127.653082
274 258 7658 127.686429
272 260 7659 127.703102
272 260 7660 127.719776
270 258 7661 127.736450
272 260 7667 127.836491
274 258 7668 127.853165
274 258 7669 127.869838
272 258 7670 127.886512
476 386 7714 128.620150
476 386 7715 128.636824
476 386 7730 128.886928
476 386 7731 128.903602
482 348 7748 129.187053
480 350 7767 129.503851
480 350 7768 129.520525
478 350 7771 129.570546
478 350 7772 129.587219
478 350 7774 129.620566
478 350 7775 129.637240
478 352 7782 129.753955
480 352 7800 130.054080
352 170 7801 130.070754
352 170 7802 130.087427
350 172 7807 130.170795
350 170 7808 130.187469
350 170 7812 130.254163
348 170 7815 130.304184
350 170 7816 130.320858
352 170 7833 130.604309
352 170 7834 130.620982
350 168 7835 130.637656
350 168 7836 130.654330
350 168 7837 130.671003
350 168 7838 130.687677
350 168 7839 130.704350
350 168 7841 130.737698
350 168 7842 130.754371
350 168 7843 130.771045
350 168 7847 130.837739
350 168 7848 130.854413
350 168 7849 130.871086
352 166 7850 130.887760
352 166 7853 130.937781
350 166 7858 131.021149
346 260 7867 131.171211
346 260 7872 131.254579
346 260 7873 131.271253
350 260 7887 131.504683
348 260 7888 131.521357
348 260 7889 131.538030
346 260 7895 131.638072
348 260 7902 131.754787
348 260 7903 131.771461
348 262 7904 131.788134
